gene_id	transcript_id.s.	length	effective_length	expected_count	TPM	FPKM
AARSD1	uc010cyu.2,uc031raq.1	1201	956.58	0	0	0
AASDH	uc003hbn.3,uc003hbo.3,uc003hbp.3,uc003hbq.1,uc010ihb.3,uc010ihc.3,uc011caa.2,uc011cab.2	3046.78	2802.36	305.99	3.83	6.36
AASDHPPT	uc001pjc.1,uc001pjd.1,uc010rvn.1	2861	2616.58	117	1.57	2.6
AASS	uc003vka.3,uc003vkb.3,uc011knu.2,uc011knv.2,uc011knw.2	5910.21	5665.8	202	1.25	2.08
AATF	uc002hni.3	2141	1896.58	118	2.18	3.62
AATK	uc010dhz.3,uc010dia.3,uc021ueu.1	3031	2786.58	2	0.03	0.04
AATK-AS1	uc010wuk.1,uc010wul.1	1537	1292.58	0	0	0
AB000466	uc003ggg.1	3001	2756.58	2	0.03	0.04
AB007962	uc001eso.1	5053	4808.58	17	0.12	0.21
AB059369	uc021xlu.1	123	0	0	0	0
AB062081	uc011mvt.1	407	164.66	0	0	0
AB062083	uc021tnv.1,uc021tny.1	188.5	16.47	0	0	0
AB073649	uc003qhb.3	2906	2661.58	0	0	0
AB074160	uc003tqd.3	4334	4089.58	0	0	0
AB074162	uc004bos.3	2239	1994.58	0	0	0
AB074166	uc009wle.2	4851	4606.58	0	0	0
AB074188	uc003jrq.3	2094	1849.58	0	0	0
AB075489	uc021oly.1	2862	2617.58	0	0	0
AB075492	uc021zhg.1	2631	2386.58	0	0	0
AB209061	uc002dtz.1	4067	3822.58	0	0	0
AB209185	uc003ydc.1	1912	1667.58	0	0	0
AB209315	uc021wef.1	1927	1682.58	0	0	0
AB209621	uc031rzy.1	5446	5201.58	0	0	0
AB231702	uc001nok.2	877	632.59	0	0	0
AB231703	uc001oco.3	217	15	0	0	0
AB231705	uc001pli.1	707	462.61	0	0	0
AB231710	uc001pqd.3	247	30.51	0	0	0
AB231711	uc009yzi.2	153	0	0	0	0
AB231721	uc001nne.1	206	10.6	0	0	0
AB231722	uc001nnk.1	158	0	0	0	0
AB231723	uc001piq.1	174	2.07	0	0	0
AB231724	uc001phf.3	157	0	0	0	0
AB231729	uc001now.2	411	168.53	0	0	0
AB231731	uc001nov.2	529	284.87	0	0	0
AB231739	uc021qjc.1	289	59.43	0	0	0
AB231741	uc021qjd.1	198	7.86	0	0	0
AB231742	uc001njg.1	163	0	0	0	0
AB231761	uc001npw.1	143	0	0	0	0
AB231779	uc001lxz.1	886	641.59	0	0	0
AB231784	uc001pcz.3	167	1.08	0	0	0
AB240015	uc002bfp.1	590	345.7	0	0	0
AB372727	uc011arw.2	94	0	0	0	0
AB429224	uc009ypx.3	1155	910.58	38	1.46	2.43
AB488780	uc021qqx.1	628	383.66	0	0	0
AB586698	uc021pjs.1	274	48.29	1	0.73	1.21
ABAT	uc002czc.4,uc002czd.4,uc010buh.3,uc010bui.3,uc021tcs.1	4814	4569.58	84	0.64	1.07
ABCA1	uc004bcl.3,uc004bcm.3,uc010mti.1	10502	10257.58	125	0.43	0.71
ABCA10	uc002jhz.3,uc010dfa.1,uc010dfb.1,uc010dfc.1,uc010wqs.1,uc010wqt.1	2800.27	2555.85	16	0.22	0.36
ABCA11P	uc003gac.2,uc003gad.3,uc003gae.3,uc010ibd.2,uc011buv.2	1860.59	1616.17	179.21	3.89	6.45
ABCA12	uc002vev.3,uc002vew.3,uc010zjn.2	8788.33	8543.92	0	0	0
ABCA13	uc003top.2,uc003toq.2,uc003tos.1,uc010kyr.2,uc010kys.2,uc010kyt.1,uc010kyu.1,uc031sxg.1,uc031sxh.1	13198.61	12954.19	1372.01	3.72	6.17
ABCA17P	uc002cqa.1,uc002cqb.1,uc002cqc.1	4188	3943.58	6	0.05	0.09
ABCA2	uc004ckl.1,uc004ckm.1,uc004ckn.1,uc004cko.1,uc010nca.3,uc011mem.1,uc022bpy.1,uc022bpz.1,uc022bqa.1	3477.06	3232.64	564.01	6.12	10.16
ABCA3	uc002cpy.1,uc002cpz.1,uc010bsk.1,uc010bsl.1	6126.18	5881.76	260	1.55	2.57
ABCA4	uc001dqh.3,uc001dqi.1,uc009wdp.1,uc010otn.1	3152.25	2907.83	0	0	0
ABCA5	uc002jib.2,uc002jic.2,uc002jid.2,uc002jie.2,uc002jif.2,uc002jig.2,uc002jih.2,uc010dfe.2	6152.14	5907.73	750.01	4.45	7.39
ABCA6	uc002jhw.1,uc002jhy.3	3399.5	3155.08	0	0	0
ABCA7	uc002lqw.4,uc002lqy.3,uc010dsa.3,uc010dsb.1,uc010dsc.3	2656.24	2411.82	74.99	1.09	1.81
ABCA8	uc002jhp.3,uc002jhq.3,uc002jhr.3,uc002jhs.3,uc002jht.3,uc010wqq.2,uc010wqr.2	3963.43	3719.01	0	0	0
ABCA9	uc002jhu.3,uc002jhv.3,uc010dez.3	4624.67	4380.25	0	0	0
ABCB1	uc003uiz.2,uc003uja.2,uc010lei.2,uc011khc.2	2377.5	2135.09	0	0	0
ABCB10	uc001htp.4	3857	3612.58	218	2.12	3.51
ABCB11	uc002ueo.1,uc010zda.1,uc010zdb.1	4775	4530.58	71	0.55	0.91
ABCB4	uc003uiv.1,uc003uiw.1,uc003uix.1,uc003uiy.3	1589.16	1344.74	11	0.29	0.48
ABCB5	uc003suv.4,uc003suw.4,uc003sux.1,uc010kuh.3,uc011jyi.1	2247	2002.58	1	0.02	0.03
ABCB6	uc002vkc.2,uc010fwe.2,uc010zku.1	4480	4235.58	191.72	1.59	2.63
ABCB7	uc004ebz.4,uc004eca.4,uc010nls.4,uc010nlt.4,uc011mqn.3	2519.56	2275.14	1358	20.94	34.75
ABCB8	uc003wii.2,uc003wik.4,uc003wil.4,uc003wim.4,uc010lpw.1,uc010lpx.3,uc011kvd.2	3383.58	3139.17	41.99	0.47	0.78
ABCB9	uc001udm.4,uc001udo.4,uc001udq.3,uc001udr.3,uc010tai.2,uc010taj.2,uc021rfo.1,uc021rfp.1,uc021rfq.1	2603.53	2359.11	44.99	0.67	1.11
ABCC1	uc002del.4,uc010bvi.3,uc010bvn.3,uc021tdq.1,uc021tdr.1,uc021tds.1,uc021tdt.1	5262.9	5018.49	231	1.61	2.68
ABCC10	uc003ouy.1,uc003ouz.1,uc010jyo.1	5008.47	4764.05	113	0.83	1.38
ABCC11	uc002eff.1,uc002efg.1,uc002efh.1,uc010cbg.1,uc010vgk.1,uc010vgl.1	3138	2893.58	0	0	0
ABCC12	uc002eey.1,uc002eez.1,uc002efa.1,uc002efb.1,uc002efc.1,uc002efd.1,uc002efe.1,uc010vgj.1	4157.75	3913.33	0	0	0
ABCC13	uc002yjq.3,uc002yjr.3,uc002yjs.3,uc010gkx.3	2440.25	2195.84	0	0	0
ABCC2	uc001kqf.2	5051	4806.58	56	0.41	0.68
ABCC3	uc002isk.4,uc002isl.3,uc002isn.3	4697.74	4453.32	3639.93	28.67	47.58
ABCC4	uc001vmd.4,uc001vme.2,uc001vmf.2,uc010afj.3,uc010afk.3,uc010afl.1,uc010afm.1,uc010tih.1	4106.46	3862.04	294	2.67	4.43
ABCC5	uc003fmg.3,uc003fmh.3,uc003fmi.3,uc010hxl.3,uc010hxm.3,uc010hxn.3,uc010hxo.3,uc011bqt.2	3797.82	3553.4	286.01	2.82	4.69
ABCC5-AS1	uc031scp.1	469	225.32	0	0	0
ABCC6	uc002den.4,uc002deo.4,uc010bvo.3,uc010uzz.1	1213.28	968.88	127.53	4.62	7.66
ABCC6P1	uc002dfg.3,uc010vam.2	2724	2479.58	50.45	0.71	1.18
ABCC6P2	uc002dcu.2	706	461.61	1.03	0.08	0.13
ABCC8	uc001mnc.3,uc010rcy.1,uc021qej.1	2672.89	2428.48	91	1.31	2.18
ABCC9	uc001rfh.3,uc001rfi.1,uc001rfk.3,uc001rfl.1	8324	8079.58	1.77	0.01	0.01
ABCD1	uc004fif.2	3664	3419.58	80	0.82	1.36
ABCD2	uc001rmb.2	5341	5096.58	0	0	0
ABCD3	uc001dqm.4,uc001dqn.4,uc001dqo.4,uc009wdr.3,uc010oto.2,uc010otp.2	3560.91	3316.49	6665.99	70.51	117.01
ABCD4	uc001xpr.2,uc001xps.2,uc001xpu.2,uc001xpv.2,uc010tur.2	1811.91	1567.5	263	5.89	9.77
ABCE1	uc003ijx.3,uc003ijy.3,uc010iot.3	4194	3949.58	1000	8.88	14.74
ABCF1	uc003nqk.2,uc003nql.3,uc003nqm.3	3350	3105.58	59	0.67	1.11
ABCF2	uc003wjo.1,uc003wjp.3,uc031szt.1	2258.85	2014.44	681	11.86	19.68
ABCF3	uc003fmz.2,uc003fna.2,uc003fnb.2	1626.52	1382.1	168	4.26	7.08
ABCG1	uc002zam.3,uc002zan.3,uc002zao.3,uc002zap.3,uc002zaq.3,uc002zar.3,uc010gpb.2,uc011aev.2	2994.22	2749.8	682	8.7	14.44
ABCG2	uc003hrf.3,uc003hrg.3,uc003hrh.3,uc003hri.1,uc003hrj.1,uc003hrk.1	3669	3424.58	32	0.33	0.54
ABCG4	uc001pvs.3,uc001pvt.1,uc009zar.3	2524	2319.06	0	0	0
ABCG5	uc002rtm.3,uc002rtn.3,uc002rto.3,uc002rtp.3	1966	1721.58	69	1.41	2.33
ABCG8	uc002rtq.3,uc010yoa.2	2663.5	2419.08	0	0	0
ABHD1	uc002rit.3,uc002riu.3,uc002riv.3	1421	1176.58	6	0.18	0.3
ABHD10	uc003dyk.5,uc011bhq.3,uc031saw.1,uc031sax.1	2746.66	2502.24	1015	14.23	23.61
ABHD11	uc003tza.3,uc003tzb.3,uc003tzc.3,uc003tzf.3,uc011kfb.2	1431.09	1186.68	2274	67.22	111.55
ABHD12	uc002wuq.3,uc002wus.2	1861.39	1616.97	1163	25.23	41.87
ABHD12B	uc001wyq.3,uc001wyr.3,uc001wys.3,uc010any.3	1542.25	1297.83	0	0	0
ABHD13	uc001vqq.3,uc021rml.1	1092.06	847.64	248	10.26	17.03
ABHD14A	uc003dco.3,uc010hlz.2	1108	863.58	26	1.06	1.75
ABHD14A-ACY1	uc011bea.2	1879	1634.58	0	0	0
ABHD14B	uc003dcm.3,uc003dcn.3,uc011bdy.2,uc011bdz.1,uc021wza.1	2029.06	1784.64	96	1.89	3.13
ABHD15	uc002hed.2	3355	3110.58	2	0.02	0.04
ABHD16A	uc003nvx.2,uc003nvy.2,uc010jtc.2,uc011dny.2,uc011dnz.2,uc011doa.2	2019	1774.58	250	4.94	8.2
ABHD16B	uc002ygx.1	1776	1531.58	0	0	0
ABHD17A	uc002lud.3,uc002lue.3,uc002luf.3,uc002lug.3	1541.61	1297.19	199	5.38	8.93
ABHD17B	uc004ail.3,uc004aim.1	2161.6	1917.18	386	7.06	11.72
ABHD17C	uc002bft.3,uc002bfu.3	2360	2115.58	521	8.64	14.34
ABHD2	uc002bnj.2,uc002bnk.2,uc010ups.1	3444.82	3200.42	697	7.64	12.68
ABHD3	uc002ktk.2,uc002ktl.2,uc002ktn.2,uc010xao.1	2010.03	1765.61	510	10.13	16.81
ABHD4	uc001wgm.3,uc010tmz.1,uc010tna.1,uc010tnb.2	1637.59	1393.18	229	5.77	9.57
ABHD5	uc003cmx.3	5353	5108.58	2679	18.4	30.53
ABHD6	uc003djs.4,uc003djt.4	2393	2148.58	95	1.55	2.57
ABHD8	uc002ngb.4	2090	1845.58	18	0.34	0.57
ABI1	uc001isx.3,uc001isy.3,uc001isz.3,uc001ita.3,uc001itb.3,uc001itc.3,uc001itd.3,uc001ite.3,uc010qdg.2,uc010qdh.2,uc010qdi.2,uc010qdj.2,uc010qdk.2	3412.57	3168.16	2135	23.64	39.23
ABI2	uc002uzz.3,uc002vaa.3,uc002vab.3,uc002vac.3,uc010zig.1,uc010zih.2,uc010zii.2,uc010zij.2,uc010zik.2,uc010zil.2,uc010zim.2,uc010zin.2	6412.49	6168.07	164	0.93	1.55
ABI3	uc002iop.1,uc002ioq.1	2100	1855.58	0	0	0
ABI3BP	uc003duj.3,uc003duk.3,uc003dul.3,uc003dum.3,uc003dun.3,uc003duo.2,uc003dup.4,uc011bhd.2	3983.78	3739.36	180	1.69	2.8
ABL1	uc004bzv.3,uc004bzw.3	5388	5143.58	64	0.44	0.72
ABL2	uc001gmg.4,uc001gmi.4,uc001gmj.4,uc001gmk.3,uc009wxe.3,uc009wxf.2,uc010pne.2,uc010pnf.2,uc010png.2,uc010pnh.2	2563.77	2319.36	252	3.81	6.32
ABLIM1	uc001lbz.1,uc021pyu.1,uc021pyv.1,uc021pyw.1,uc021pyx.1,uc021pyy.1,uc021pyz.1,uc021pza.1,uc021pzb.1,uc021pzc.1,uc021pzd.1,uc021pze.1,uc021pzf.1	1729.28	1484.86	902	21.31	35.36
ABLIM2	uc003gki.3,uc003gkj.4,uc003gkk.3,uc003gkl.3,uc003gkm.4,uc003gko.3,uc003gkp.3,uc003gkq.3,uc003gkr.3,uc003gks.3,uc011bwl.1	1378.43	1134.01	22	0.68	1.13
ABLIM3	uc003lpy.2,uc003lpz.1,uc003lqa.1,uc003lqb.3,uc003lqc.1,uc003lqd.1,uc003lqe.1,uc003lqf.3	3163.9	2919.48	391	4.7	7.8
ABO	uc004cda.1,uc010naf.1,uc010nag.1,uc011mcz.1	1577	1332.58	19	0.5	0.83
ABP1	uc003why.1,uc003whz.2,uc003wia.2	2440.5	2196.08	350	5.59	9.28
ABR	uc002fsd.4,uc002fse.4,uc002fsf.4,uc002fsg.4,uc002fsh.1,uc010cjq.1,uc010vqf.3,uc010vqg.3	3944.24	3699.82	581	5.51	9.14
ABRA	uc003ymm.4	2754	2509.58	0	0	0
ABRACL	uc003qil.2,uc003qim.2	844.52	600.11	397	23.21	38.51
ABT1	uc003nii.3	2263	2018.58	156	2.71	4.5
ABTB1	uc003ejr.3,uc003ejs.3,uc003ejt.3,uc003eju.3,uc010hsm.3	1968.05	1723.64	792.99	16.14	26.78
ABTB2	uc001mvl.2	4903	4658.58	184	1.39	2.3
AC2	uc001ezm.1	4109	3864.58	35	0.32	0.53
ACAA1	uc003cht.3,uc003chu.3	1804.14	1559.72	814	18.31	30.38
ACAA2	uc002ldw.4	1934	1689.58	1974	40.99	68.01
ACACA	uc002hnk.3,uc002hnl.3,uc002hnm.3,uc002hnn.3,uc002hno.3,uc002hnp.1,uc002hnq.2,uc002hnr.1,uc010cuy.3,uc010cuz.3,uc010wdb.2,uc010wdc.2	6539.07	6294.65	1143.01	6.37	10.57
ACACB	uc001tob.3,uc001toc.3,uc001tod.3,uc010sxl.1,uc010sxm.2	7396.86	7152.44	352	1.73	2.86
ACAD10	uc001tso.4,uc001tsp.3,uc001tsq.3,uc001tsr.3,uc001tss.1,uc009zvw.2,uc009zvx.3	1629.21	1384.83	356	9.02	14.96
ACAD11	uc003eov.4	3556	3311.58	286.58	3.04	5.04
ACAD8	uc001qhk.3,uc001qhl.3,uc009zdc.3,uc009zde.1,uc010sco.1,uc010scp.1,uc010scq.2,uc010scr.1	2046.49	1802.07	638	12.42	20.61
ACAD9	uc003ela.4,uc003elb.3,uc003elc.1,uc003ele.3,uc010hsw.1,uc011bks.2	1669.95	1425.54	1102.99	27.14	45.04
ACADL	uc002vdz.4,uc010zjg.1	1789.5	1545.08	0	0	0
ACADM	uc001dgw.4,uc009wbp.3,uc009wbr.3,uc009wbs.1,uc010orc.1,uc010ord.2,uc010ore.2,uc010orf.2,uc010org.2	2320.41	2076	890	15.04	24.96
ACADS	uc001tza.4,uc010szl.1	1917	1672.58	611	12.81	21.27
ACADSB	uc001lhb.3,uc010qub.2	5941	5696.58	561	3.45	5.73
ACADVL	uc002gev.4,uc002gew.4,uc002gex.4,uc010vtp.3,uc010vtq.2	2185.61	1941.19	3292	59.49	98.72
ACAN	uc002bmx.3,uc002bna.2,uc010upo.1,uc010upp.1	7561	7316.58	0	0	0
ACAP1	uc002ggd.2	2508	2263.58	35	0.54	0.9
ACAP2	uc003fun.4,uc003fuo.3	7170	6925.58	1035	5.24	8.7
ACAP3	uc001ady.2,uc001aea.2,uc001aeb.2,uc001aec.1	3267.02	3022.61	60.01	0.7	1.16
ACAT1	uc001pjw.1,uc001pjx.3,uc001pjy.3	2134	1889.58	491	9.12	15.13
ACAT2	uc010kjy.3,uc011efw.2,uc031sqw.1	1551	1306.58	698	18.74	31.1
ACBD3	uc001hpy.3	3565	3320.58	337	3.56	5.91
ACBD4	uc002iic.3,uc002iid.2,uc002iie.3,uc002iif.3,uc010dae.3,uc010wjj.2	1776.01	1531.59	306	7.01	11.63
ACBD5	uc001ito.3,uc001itp.3,uc001itq.3,uc001itr.2,uc010qdm.3,uc010qdn.3,uc010qdo.3,uc010qdp.2	3840.45	3596.03	4143	40.42	67.07
ACBD6	uc001gog.3	1616	1371.58	636	16.27	26.99
ACBD7	uc001inv.3,uc010qby.1	2183.5	1939.08	0	0	0
ACCS	uc001mxx.2,uc009yks.1,uc010rfm.1,uc010rfn.2	2004.58	1760.17	15	0.3	0.5
ACCSL	uc001mxw.1,uc009ykr.2	1843.5	1599.08	0	0	0
ACD	uc002etp.4,uc002etq.4,uc002etr.4,uc010vjt.1	2112.69	1868.27	23	0.43	0.72
ACE	uc002jau.2,uc002jav.2,uc002jaw.2,uc010ddu.2,uc010ddv.2,uc010wph.2,uc010wpi.2,uc010wpj.2,uc010wpk.2,uc031rdj.1	2520.78	2276.36	554.99	8.55	14.19
ACE2	uc004cxa.1,uc004cxb.2	3458	3213.58	8	0.09	0.14
ACER1	uc002mel.2	1088	843.58	0	0	0
ACER2	uc003znx.1,uc003zny.1,uc003znz.1	1794.15	1549.73	42	0.95	1.58
ACER3	uc001oxu.2,uc009yul.1,uc009yum.1,uc009yun.1,uc009yuo.1,uc010rsg.1,uc010rsh.1,uc010rsi.1,uc010rsj.1	4257.57	4013.15	228	1.99	3.31
ACHE	uc003uxd.3,uc003uxe.3,uc003uxf.3,uc003uxg.3,uc003uxh.3,uc003uxi.3,uc003uxj.1	2071.33	1826.91	321.99	6.18	10.26
ACIN1	uc001wio.4,uc001wip.4,uc001wiq.4,uc001wir.4,uc001wis.4,uc001wit.4,uc010akg.3,uc010tnj.2	4865.07	4620.65	462	3.51	5.82
ACLY	uc002hyg.3,uc002hyh.3,uc002hyi.3,uc010wfx.2,uc010wfy.2	4347.91	4103.49	1614.01	13.8	22.9
ACMSD	uc002ttz.3,uc002tua.3	1281.88	1037.47	65	2.2	3.65
ACN9	uc003uoo.4	2057	1812.58	379	7.33	12.17
ACO1	uc003zqw.4,uc003zqx.4,uc003zqy.4,uc010mjh.1	3548	3303.58	217	2.3	3.82
ACO2	uc003bac.3	2741	2496.58	1109	15.58	25.86
ACOT1	uc001xol.1,uc010tuc.3	1608.1	1363.69	35.43	0.91	1.51
ACOT11	uc001cxj.2,uc001cxk.3,uc001cxl.2,uc001cxm.2	2243.94	1999.52	151	2.65	4.4
ACOT12	uc003khl.4,uc003khm.3	1295	1050.63	0	0	0
ACOT13	uc003nek.3,uc010jpv.3	4104	3859.58	325	2.95	4.9
ACOT2	uc001xom.4,uc001xon.5	1627.89	1383.48	1966.57	49.86	82.75
ACOT4	uc001xoo.3	1632	1387.58	145	3.67	6.08
ACOT6	uc001xop.3	1004	759.58	0	0	0
ACOT7	uc001amq.3,uc001amr.3,uc001ams.3,uc001amt.3,uc001amu.3	1458.21	1213.79	663	19.16	31.8
ACOT8	uc002xqa.2,uc002xqc.2,uc010zxe.2,uc010zxf.2	1274.66	1030.24	363	12.36	20.51
ACOT9	uc004dan.3,uc004dao.3,uc004dap.3,uc004dar.3,uc004dat.1,uc011mjt.2	1698.42	1454.01	1294	31.22	51.81
ACOX1	uc002jqe.3,uc002jqf.3,uc010wsq.2,uc010wsr.2	7584	7339.58	3480	16.63	27.6
ACOX2	uc003dkl.3	2309	2064.58	3	0.05	0.08
ACOX3	uc003glc.4,uc003gld.4,uc010idk.3	2874	2629.58	114	1.52	2.52
ACOXL	uc010yxk.1,uc021vmm.1,uc021vmn.1	2114.33	1869.92	0	0	0
ACP1	uc002qwd.2,uc002qwe.5,uc002qwf.3,uc002qwg.3,uc002qwh.3	1439.3	1194.89	1314	38.58	64.02
ACP2	uc001nei.3,uc009ylj.3,uc009ylk.2,uc010rhe.2,uc010rhf.2,uc010rhg.2,uc010rhh.2,uc010rhi.1,uc010rhj.1	1463.72	1219.3	64.01	1.84	3.06
ACP5	uc002msg.4,uc002msh.4,uc002msi.4,uc002msj.4,uc010dye.1	1474	1229.58	115	3.28	5.44
