gene_id	transcript_id.s.	length	effective_length	expected_count	TPM	FPKM
A2ML1	uc001quz.5,uc001qva.1,uc001qvb.1,uc010sgm.3	4939.49	4738.72	1152	9.07	5.51
A2MP1	uc021qum.1	1201	1000.23	0	0	0
A3GALT2	uc031plq.1	1023	822.23	0	0	0
A4GALT	uc003bdb.3,uc010gzd.3,uc021wqo.1,uc021wqp.1,uc021wqq.1,uc021wqr.1	1219.46	1018.69	823	30.16	18.32
A4GNT	uc003ers.2	1771	1570.23	0	0	0
AA06	uc002hhv.3	632	431.28	0	0	0
AAAS	uc001scr.4,uc001scs.4	1837	1636.23	4279	97.62	59.3
AACS	uc001uhc.3,uc001uhd.3,uc009zyg.2,uc009zyh.3,uc009zyi.3	2999.71	2798.94	2860.99	38.16	23.18
AACSP1	uc003mjk.3,uc011dgk.2,uc011dgl.2	2605.33	2404.57	0	0	0
AADAC	uc003eze.3	1606	1405.23	22	0.58	0.36
AADACL2	uc003ezc.3,uc010hvn.3	1388.5	1187.73	0	0	0
AADACL3	uc001aug.1,uc009vnn.1	3940.5	3739.73	0	0	0
AADACL4	uc001auf.3	1575	1374.23	0	0	0
AADAT	uc003isr.3,uc003iss.3,uc003ist.3	2134.73	1933.96	509	9.82	5.97
AAED1	uc004awm.3	1225	1024.23	45	1.64	1
AAGAB	uc002aqk.5,uc010uju.3,uc031qsm.1	3185.53	2984.76	2433.01	30.43	18.48
AAK1	uc002sfp.2,uc010fdk.2,uc010fdm.1,uc010yqm.1	3402.05	3201.28	1923	22.42	13.62
AAMDC	uc001oyp.3,uc001oyq.3,uc001oyr.1	523.15	322.64	139	16.08	9.77
AAMP	uc002vhk.3,uc002vhl.3	1793.48	1592.72	6581	154.24	93.69
AANAT	uc002jro.3,uc010wte.2,uc021udg.1	902	701.24	1	0.05	0.03
AAR2	uc002xfc.3,uc002xfe.2	2486	2285.23	868	14.18	8.61
AARD	uc003yof.3	1786	1585.23	0	0	0
AARS	uc002eyn.1,uc010vlu.1	3338.03	3137.26	22807	271.37	164.84
AARS2	uc010jza.1	4782	4581.23	715	5.83	3.54
AARSD1	uc010cyu.2,uc031raq.1	1364	1163.23	1161.31	37.27	22.64
AASDH	uc003hbn.3,uc003hbo.3,uc003hbp.3,uc003hbq.1,uc010ihb.3,uc010ihc.3,uc011caa.2,uc011cab.2	3240.81	3040.04	485	5.96	3.62
AASDHPPT	uc001pjc.1,uc001pjd.1,uc010rvn.1	2861	2660.23	370	5.19	3.15
AASS	uc003vka.3,uc003vkb.3,uc011knu.2,uc011knv.2,uc011knw.2	5875.1	5674.33	678.53	4.46	2.71
AATF	uc002hni.3	2141	1940.23	3171	61.01	37.06
AATK	uc010dhz.3,uc010dia.3,uc021ueu.1	5089	4888.23	80	0.61	0.37
AATK-AS1	uc010wuk.1,uc010wul.1	1537	1336.23	0	0	0
AB000466	uc003ggg.1	3001	2800.23	0	0	0
AB007962	uc001eso.1	5053	4852.23	64.37	0.5	0.3
AB059369	uc021xlu.1	123	1.93	0	0	0
AB062081	uc011mvt.1	407	207.61	0	0	0
AB062083	uc021tnv.1,uc021tny.1	251	64.99	5.44	3.12	1.9
AB073649	uc003qhb.3	2906	2705.23	0	0	0
AB074160	uc003tqd.3	4334	4133.23	0	0	0
AB074162	uc004bos.3	2239	2038.23	0	0	0
AB074166	uc009wle.2	4851	4650.23	0	0	0
AB074188	uc003jrq.3	2094	1893.23	0	0	0
AB075489	uc021oly.1	2862	2661.23	0	0	0
AB075492	uc021zhg.1	2631	2430.23	0	0	0
AB209061	uc002dtz.1	4067	3866.23	95.56	0.92	0.56
AB209185	uc003ydc.1	1912	1711.23	0	0	0
AB209315	uc021wef.1	1927	1726.23	0	0	0
AB209621	uc031rzy.1	5446	5245.23	0	0	0
AB231702	uc001nok.2	877	676.24	0	0	0
AB231703	uc001oco.3	217	40.12	0	0	0
AB231705	uc001pli.1	707	506.25	0	0	0
AB231710	uc001pqd.3	247	61.86	0	0	0
AB231711	uc009yzi.2	153	8.17	0	0	0
AB231721	uc001nne.1	206	33.05	0	0	0
AB231722	uc001nnk.1	158	9.78	0	0	0
AB231723	uc001piq.1	174	16.01	0	0	0
AB231724	uc001phf.3	157	9.44	0	0	0
AB231729	uc001now.2	411	211.52	0	0	0
AB231731	uc001nov.2	529	328.44	0	0	0
AB231739	uc021qjc.1	289	96.7	0	0	0
AB231741	uc021qjd.1	198	28.27	0	0	0
AB231742	uc001njg.1	163	11.54	0	0	0
AB231761	uc001npw.1	143	5.46	0	0	0
AB231779	uc001lxz.1	886	685.24	0	0	0
AB231784	uc001pcz.3	167	13.08	0	0	0
AB240015	uc002bfp.1	590	389.32	0	0	0
AB372727	uc011arw.2	94	0	0	0	0
AB429224	uc009ypx.3	1155	954.23	21	0.82	0.5
AB488780	uc021qqx.1	628	427.29	25	2.18	1.33
AB586698	uc021pjs.1	274	83.8	0	0	0
ABAT	uc002czc.4,uc002czd.4,uc010buh.3,uc010bui.3,uc021tcs.1	4814	4613.23	1661	13.44	8.16
ABCA1	uc004bcl.3,uc004bcm.3,uc010mti.1	10502	10301.23	343	1.24	0.76
ABCA10	uc002jhz.3,uc010dfa.1,uc010dfb.1,uc010dfc.1,uc010wqs.1,uc010wqt.1	2675	2474.23	25	0.38	0.23
ABCA11P	uc003gac.2,uc003gad.3,uc003gae.3,uc010ibd.2,uc011buv.2	1859.27	1658.51	67.42	1.52	0.92
ABCA12	uc002vev.3,uc002vew.3,uc010zjn.2	8085	7884.23	13	0.06	0.04
ABCA13	uc003top.2,uc003toq.2,uc003tos.1,uc010kyr.2,uc010kys.2,uc010kyt.1,uc010kyu.1,uc031sxg.1,uc031sxh.1	9867.41	9666.64	1432.47	5.53	3.36
ABCA17P	uc002cqa.1,uc002cqb.1,uc002cqc.1	4188	3987.23	4	0.04	0.02
ABCA2	uc004ckl.1,uc004ckm.1,uc004ckn.1,uc004cko.1,uc010nca.3,uc011mem.1,uc022bpy.1,uc022bpz.1,uc022bqa.1	8116.42	7915.66	11477	54.12	32.88
ABCA3	uc002cpy.1,uc002cpz.1,uc010bsk.1,uc010bsl.1	5471.85	5271.09	15810	111.96	68.01
ABCA4	uc001dqh.3,uc001dqi.1,uc009wdp.1,uc010otn.1	7325	7124.23	16	0.08	0.05
ABCA5	uc002jib.2,uc002jic.2,uc002jid.2,uc002jie.2,uc002jif.2,uc002jig.2,uc002jih.2,uc010dfe.2	7025.72	6824.96	450	2.46	1.5
ABCA6	uc002jhw.1,uc002jhy.3	5296	5095.23	4	0.03	0.02
ABCA7	uc002lqw.4,uc002lqy.3,uc010dsa.3,uc010dsb.1,uc010dsc.3	5668.95	5468.19	1040.01	7.1	4.31
ABCA8	uc002jhp.3,uc002jhq.3,uc002jhr.3,uc002jhs.3,uc002jht.3,uc010wqq.2,uc010wqr.2	3963.43	3762.66	0	0	0
ABCA9	uc002jhu.3,uc002jhv.3,uc010dez.3	4624.67	4423.9	0	0	0
ABCB1	uc003uiz.2,uc003uja.2,uc010lei.2,uc011khc.2	2377.5	2177.97	0	0	0
ABCB10	uc001htp.4	3857	3656.23	1423	14.53	8.83
ABCB11	uc002ueo.1,uc010zda.1,uc010zdb.1	4775	4574.23	329	2.68	1.63
ABCB4	uc003uiv.1,uc003uiw.1,uc003uix.1,uc003uiy.3	3217.75	3016.98	0	0	0
ABCB5	uc003suv.4,uc003suw.4,uc003sux.1,uc010kuh.3,uc011jyi.1	3068.6	2867.83	0	0	0
ABCB6	uc002vkc.2,uc010fwe.2,uc010zku.1	4473.76	4272.99	1312.3	11.46	6.96
ABCB7	uc004ebz.4,uc004eca.4,uc010nls.4,uc010nlt.4,uc011mqn.3	2447	2246.23	1710	28.42	17.26
ABCB8	uc003wii.2,uc003wik.4,uc003wil.4,uc003wim.4,uc010lpw.1,uc010lpx.3,uc011kvd.2	2253.9	2053.14	364	6.62	4.02
ABCB9	uc001udm.4,uc001udo.4,uc001udq.3,uc001udr.3,uc010tai.2,uc010taj.2,uc021rfo.1,uc021rfp.1,uc021rfq.1	2656.83	2456.07	280.99	4.27	2.59
ABCC1	uc002del.4,uc010bvi.3,uc010bvn.3,uc021tdq.1,uc021tdr.1,uc021tds.1,uc021tdt.1	4884.38	4683.61	3041	24.24	14.72
ABCC10	uc003ouy.1,uc003ouz.1,uc010jyo.1	5015.4	4814.64	943	7.31	4.44
ABCC11	uc002eff.1,uc002efg.1,uc002efh.1,uc010cbg.1,uc010vgk.1,uc010vgl.1	2732.27	2531.5	2.99	0.04	0.03
ABCC12	uc002eey.1,uc002eez.1,uc002efa.1,uc002efb.1,uc002efc.1,uc002efd.1,uc002efe.1,uc010vgj.1	4157.75	3956.98	0	0	0
ABCC13	uc002yjq.3,uc002yjr.3,uc002yjs.3,uc010gkx.3	2440.25	2239.49	0	0	0
ABCC2	uc001kqf.2	5051	4850.23	45	0.35	0.21
ABCC3	uc002isk.4,uc002isl.3,uc002isn.3	4280.09	4079.32	31596.59	289.13	175.63
ABCC4	uc001vmd.4,uc001vme.2,uc001vmf.2,uc010afj.3,uc010afk.3,uc010afl.1,uc010afm.1,uc010tih.1	5353.6	5152.83	1500	10.87	6.6
ABCC5	uc003fmg.3,uc003fmh.3,uc003fmi.3,uc010hxl.3,uc010hxm.3,uc010hxn.3,uc010hxo.3,uc011bqt.2	5368.18	5167.42	767	5.54	3.37
ABCC5-AS1	uc031scp.1	469	268.75	0	0	0
ABCC6	uc002den.4,uc002deo.4,uc010bvo.3,uc010uzz.1	3307.62	3106.85	994.44	11.95	7.26
ABCC6P1	uc002dfg.3,uc010vam.2	2744.28	2543.51	214.56	3.15	1.91
ABCC6P2	uc002dcu.2	706	505.25	13	0.96	0.58
ABCC8	uc001mnc.3,uc010rcy.1,uc021qej.1	4978	4777.23	3	0.02	0.01
ABCC9	uc001rfh.3,uc001rfi.1,uc001rfk.3,uc001rfl.1	8324	8123.23	4.08	0.02	0.01
ABCD1	uc004fif.2	3664	3463.23	3671	39.57	24.04
ABCD2	uc001rmb.2	5341	5140.23	0	0	0
ABCD3	uc001dqm.4,uc001dqn.4,uc001dqo.4,uc009wdr.3,uc010oto.2,uc010otp.2	2391.69	2190.93	8556.99	145.79	88.56
ABCD4	uc001xpr.2,uc001xps.2,uc001xpu.2,uc001xpv.2,uc010tur.2	2018.93	1818.16	724.99	14.88	9.04
ABCE1	uc003ijx.3,uc003ijy.3,uc010iot.3	4193.79	3993.03	3522	32.93	20
ABCF1	uc003nqk.2,uc003nql.3,uc003nqm.3	2313.5	2112.74	3713	65.6	39.85
ABCF2	uc003wjo.1,uc003wjp.3,uc031szt.1	2302.79	2102.03	2395	42.53	25.84
ABCF3	uc003fmz.2,uc003fna.2,uc003fnb.2	2572	2371.23	3056	48.11	29.22
ABCG1	uc002zam.3,uc002zan.3,uc002zao.3,uc002zap.3,uc002zaq.3,uc002zar.3,uc010gpb.2,uc011aev.2	2887.81	2687.05	735	10.21	6.2
ABCG2	uc003hrf.3,uc003hrg.3,uc003hrh.3,uc003hri.1,uc003hrj.1,uc003hrk.1	2372.5	2171.85	0	0	0
ABCG4	uc001pvs.3,uc001pvt.1,uc009zar.3	2524	2348.93	0	0	0
ABCG5	uc002rtm.3,uc002rtn.3,uc002rto.3,uc002rtp.3	1966	1765.23	22	0.47	0.28
ABCG8	uc002rtq.3,uc010yoa.2	2663.5	2462.73	0	0	0
ABHD1	uc002rit.3,uc002riu.3,uc002riv.3	1360.33	1159.57	0	0	0
ABHD10	uc003dyk.5,uc011bhq.3,uc031saw.1,uc031sax.1	2753.47	2552.71	1337.01	19.55	11.88
ABHD11	uc003tza.3,uc003tzb.3,uc003tzc.3,uc003tzf.3,uc011kfb.2	1434.7	1233.94	2118	64.07	38.92
ABHD12	uc002wuq.3,uc002wus.2	1917.64	1716.87	6305	137.09	83.27
ABHD12B	uc001wyq.3,uc001wyr.3,uc001wys.3,uc010any.3	1542.25	1341.48	0	0	0
ABHD13	uc001vqq.3,uc021rml.1	1039.14	838.38	266	11.84	7.19
ABHD14A	uc003dco.3,uc010hlz.2	1108	907.23	88.76	3.65	2.22
ABHD14A-ACY1	uc011bea.2	1879	1678.23	33.75	0.75	0.46
ABHD14B	uc003dcm.3,uc003dcn.3,uc011bdy.2,uc011bdz.1,uc021wza.1	1997.99	1797.22	246	5.11	3.1
ABHD15	uc002hed.2	3355	3154.23	234	2.77	1.68
ABHD16A	uc003nvx.2,uc003nvy.2,uc010jtc.2,uc011dny.2,uc011dnz.2,uc011doa.2	1895.79	1695.02	1364	30.04	18.25
ABHD16B	uc002ygx.1	1776	1575.23	0	0	0
ABHD17A	uc002lud.3,uc002lue.3,uc002luf.3,uc002lug.3	1559.18	1358.41	1356	37.26	22.64
ABHD17B	uc004ail.3,uc004aim.1	1694.29	1493.52	329	8.22	5
ABHD17C	uc002bft.3,uc002bfu.3	2360	2159.23	1890.71	32.69	19.86
ABHD2	uc002bnj.2,uc002bnk.2,uc010ups.1	6468.53	6267.77	7042	41.94	25.48
ABHD3	uc002ktk.2,uc002ktl.2,uc002ktn.2,uc010xao.1	2031.34	1830.57	585	11.93	7.25
ABHD4	uc001wgm.3,uc010tmz.1,uc010tna.1,uc010tnb.2	1521.36	1320.59	457	12.92	7.85
ABHD5	uc003cmx.3	5353	5152.23	1307	9.47	5.75
ABHD6	uc003djs.4,uc003djt.4	2429.46	2228.7	187	3.13	1.9
ABHD8	uc002ngb.4	2090	1889.23	107	2.11	1.28
ABI1	uc001isx.3,uc001isy.3,uc001isz.3,uc001ita.3,uc001itb.3,uc001itc.3,uc001itd.3,uc001ite.3,uc010qdg.2,uc010qdh.2,uc010qdi.2,uc010qdj.2,uc010qdk.2	3523.53	3322.76	3267.99	36.71	22.3
ABI2	uc002uzz.3,uc002vaa.3,uc002vab.3,uc002vac.3,uc010zig.1,uc010zih.2,uc010zii.2,uc010zij.2,uc010zik.2,uc010zil.2,uc010zim.2,uc010zin.2	5500.44	5299.67	782.01	5.51	3.35
ABI3	uc002iop.1,uc002ioq.1	2100	1899.23	0	0	0
ABI3BP	uc003duj.3,uc003duk.3,uc003dul.3,uc003dum.3,uc003dun.3,uc003duo.2,uc003dup.4,uc011bhd.2	3658.23	3457.46	561.01	6.06	3.68
ABL1	uc004bzv.3,uc004bzw.3	5494.9	5294.14	1367	9.64	5.86
ABL2	uc001gmg.4,uc001gmi.4,uc001gmj.4,uc001gmk.3,uc009wxe.3,uc009wxf.2,uc010pne.2,uc010pnf.2,uc010png.2,uc010pnh.2	3800.24	3599.47	842	8.73	5.3
ABLIM1	uc001lbz.1,uc021pyu.1,uc021pyv.1,uc021pyw.1,uc021pyx.1,uc021pyy.1,uc021pyz.1,uc021pza.1,uc021pzb.1,uc021pzc.1,uc021pzd.1,uc021pze.1,uc021pzf.1	1859.4	1658.63	7335	165.08	100.28
ABLIM2	uc003gki.3,uc003gkj.4,uc003gkk.3,uc003gkl.3,uc003gkm.4,uc003gko.3,uc003gkp.3,uc003gkq.3,uc003gkr.3,uc003gks.3,uc011bwl.1	1898.78	1698.02	261	5.74	3.49
ABLIM3	uc003lpy.2,uc003lpz.1,uc003lqa.1,uc003lqb.3,uc003lqc.1,uc003lqd.1,uc003lqe.1,uc003lqf.3	3016.87	2816.1	6265.99	83.06	50.45
ABO	uc004cda.1,uc010naf.1,uc010nag.1,uc011mcz.1	1469.01	1268.25	597	17.57	10.67
ABP1	uc003why.1,uc003whz.2,uc003wia.2	2440.82	2240.05	1835	30.58	18.58
ABR	uc002fsd.4,uc002fse.4,uc002fsf.4,uc002fsg.4,uc002fsh.1,uc010cjq.1,uc010vqf.3,uc010vqg.3	5073.09	4872.32	10779	82.58	50.16
ABRA	uc003ymm.4	2754	2553.23	0	0	0
ABRACL	uc003qil.2,uc003qim.2	844.76	644	133	7.71	4.68
ABT1	uc003nii.3	2263	2062.23	316	5.72	3.47
ABTB1	uc003ejr.3,uc003ejs.3,uc003ejt.3,uc003eju.3,uc010hsm.3	1974.45	1773.69	861	18.12	11.01
ABTB2	uc001mvl.2	4903	4702.23	2316	18.39	11.17
AC2	uc001ezm.1	4109	3908.23	156	1.49	0.91
ACAA1	uc003cht.3,uc003chu.3	1809.73	1608.96	4862	112.8	68.52
ACAA2	uc002ldw.4	1934	1733.23	5281	113.74	69.09
ACACA	uc002hnk.3,uc002hnl.3,uc002hnm.3,uc002hnn.3,uc002hno.3,uc002hnp.1,uc002hnq.2,uc002hnr.1,uc010cuy.3,uc010cuz.3,uc010wdb.2,uc010wdc.2	7860.38	7659.62	15948.99	77.73	47.22
ACACB	uc001tob.3,uc001toc.3,uc001tod.3,uc010sxl.1,uc010sxm.2	6769.73	6568.96	1096	6.23	3.78
ACAD10	uc001tso.4,uc001tsp.3,uc001tsq.3,uc001tsr.3,uc001tss.1,uc009zvw.2,uc009zvx.3	3439.12	3238.36	1527.01	17.6	10.69
ACAD11	uc003eov.4	3556	3355.23	379.93	4.23	2.57
ACAD8	uc001qhk.3,uc001qhl.3,uc009zdc.3,uc009zde.1,uc010sco.1,uc010scp.1,uc010scq.2,uc010scr.1	1655.06	1454.29	1818	46.66	28.35
ACAD9	uc003ela.4,uc003elb.3,uc003elc.1,uc003ele.3,uc010hsw.1,uc011bks.2	2255.5	2054.73	4755	86.39	52.48
ACADL	uc002vdz.4,uc010zjg.1	1789.5	1588.73	0	0	0
ACADM	uc001dgw.4,uc009wbp.3,uc009wbr.3,uc009wbs.1,uc010orc.1,uc010ord.2,uc010ore.2,uc010orf.2,uc010org.2	2428.32	2227.56	1363	22.84	13.87
ACADS	uc001tza.4,uc010szl.1	1663.14	1462.38	1479	37.75	22.93
ACADSB	uc001lhb.3,uc010qub.2	5941	5740.23	769	5	3.04
ACADVL	uc002gev.4,uc002gew.4,uc002gex.4,uc010vtp.3,uc010vtq.2	2272.61	2071.84	17383	313.2	190.25
ACAN	uc002bmx.3,uc002bna.2,uc010upo.1,uc010upp.1	7561	7360.23	0	0	0
ACAP1	uc002ggd.2	2508	2307.23	8	0.13	0.08
ACAP2	uc003fun.4,uc003fuo.3	7170	6969.23	3264	17.48	10.62
ACAP3	uc001ady.2,uc001aea.2,uc001aeb.2,uc001aec.1	3698.29	3497.52	826.99	8.83	5.36
ACAT1	uc001pjw.1,uc001pjx.3,uc001pjy.3	2134	1933.23	1587	30.64	18.61
ACAT2	uc010kjy.3,uc011efw.2,uc031sqw.1	1551.31	1350.55	2128	58.82	35.73
ACBD3	uc001hpy.3	3565	3364.23	2574	28.56	17.35
ACBD4	uc002iic.3,uc002iid.2,uc002iie.3,uc002iif.3,uc010dae.3,uc010wjj.2	1905.83	1705.06	481.99	10.55	6.41
ACBD5	uc001ito.3,uc001itp.3,uc001itq.3,uc001itr.2,uc010qdm.3,uc010qdn.3,uc010qdo.3,uc010qdp.2	3865.41	3664.64	5679.01	57.85	35.14
ACBD6	uc001gog.3	1616	1415.23	1086	28.65	17.4
ACBD7	uc001inv.3,uc010qby.1	3370	3169.23	22	0.26	0.16
ACCS	uc001mxx.2,uc009yks.1,uc010rfm.1,uc010rfn.2	1910.54	1709.77	333	7.27	4.42
ACCSL	uc001mxw.1,uc009ykr.2	1843.5	1642.73	0	0	0
ACD	uc002etp.4,uc002etq.4,uc002etr.4,uc010vjt.1	2072.24	1871.48	1034	20.62	12.53
ACE	uc002jau.2,uc002jav.2,uc002jaw.2,uc010ddu.2,uc010ddv.2,uc010wph.2,uc010wpi.2,uc010wpj.2,uc010wpk.2,uc031rdj.1	4845.23	4644.46	6324.98	50.84	30.88
ACE2	uc004cxa.1,uc004cxb.2	3458	3257.23	188	2.15	1.31
ACER1	uc002mel.2	1088	887.23	0	0	0
ACER2	uc003znx.1,uc003zny.1,uc003znz.1	2198.24	1997.47	209	3.91	2.37
ACER3	uc001oxu.2,uc009yul.1,uc009yum.1,uc009yun.1,uc009yuo.1,uc010rsg.1,uc010rsh.1,uc010rsi.1,uc010rsj.1	3218.75	3017.99	848	10.49	6.37
ACHE	uc003uxd.3,uc003uxe.3,uc003uxf.3,uc003uxg.3,uc003uxh.3,uc003uxi.3,uc003uxj.1	2132.7	1931.93	306	5.91	3.59
ACIN1	uc001wio.4,uc001wip.4,uc001wiq.4,uc001wir.4,uc001wis.4,uc001wit.4,uc010akg.3,uc010tnj.2	4364.96	4164.2	4661.99	41.79	25.39
ACLY	uc002hyg.3,uc002hyh.3,uc002hyi.3,uc010wfx.2,uc010wfy.2	4348.28	4147.51	21266.01	191.4	116.27
ACMSD	uc002ttz.3,uc002tua.3	1278.16	1077.39	51	1.77	1.07
ACN9	uc003uoo.4	2057	1856.23	460	9.25	5.62
ACO1	uc003zqw.4,uc003zqx.4,uc003zqy.4,uc010mjh.1	3550.71	3349.95	2007	22.36	13.59
ACO2	uc003bac.3	2741	2540.23	6149	90.36	54.89
ACOT1	uc001xol.1,uc010tuc.3	1604.98	1404.22	345.21	9.18	5.57
ACOT11	uc001cxj.2,uc001cxk.3,uc001cxl.2,uc001cxm.2	2671.78	2471.01	882.99	13.34	8.1
ACOT12	uc003khl.4,uc003khm.3	1295	1094.27	0	0	0
ACOT13	uc003nek.3,uc010jpv.3	4104	3903.23	305	2.92	1.77
ACOT2	uc001xom.4,uc001xon.5	1721.09	1520.32	514.79	12.64	7.68
ACOT4	uc001xoo.3	1632	1431.23	66	1.72	1.05
ACOT6	uc001xop.3	1004	803.23	0	0	0
ACOT7	uc001amq.3,uc001amr.3,uc001ams.3,uc001amt.3,uc001amu.3	1438.06	1237.3	4789.99	144.51	87.78
ACOT8	uc002xqa.2,uc002xqc.2,uc010zxe.2,uc010zxf.2	1246.86	1046.09	387	13.81	8.39
ACOT9	uc004dan.3,uc004dao.3,uc004dap.3,uc004dar.3,uc004dat.1,uc011mjt.2	1498.48	1297.71	1779	51.17	31.09
ACOX1	uc002jqe.3,uc002jqf.3,uc010wsq.2,uc010wsr.2	7601.4	7400.63	15897.01	80.19	48.71
ACOX2	uc003dkl.3	2309	2108.23	4	0.07	0.04
ACOX3	uc003glc.4,uc003gld.4,uc010idk.3	2869.75	2668.99	651	9.11	5.53
ACOXL	uc010yxk.1,uc021vmm.1,uc021vmn.1	2373	2172.23	4	0.07	0.04
ACP1	uc002qwd.2,uc002qwe.5,uc002qwf.3,uc002qwg.3,uc002qwh.3	1451.32	1250.56	2119.01	63.25	38.42
